lat,lng,iso2,population
-38.15,145.9333,AU,15757
35.5564,-5.2453,MA,16128
51.7167,9.1833,DE,16270
59.3747,10.7147,NO,16145
13.6983,99.9068,TH,16130
51.1333,7.5667,DE,16137
38.6876,-121.4418,US,16359
17.2,80.55,IN,15807
40.4744,-111.9381,US,16358
49.8985,8.8385,DE,15679
-27.4828,-50.1219,BR,16337
-26.8478,-52.9919,BR,16332
11.2333,122.5667,PH,16164
47.4911,19.3419,HU,15987
36.3133,140.575,JP,15696
42.6122,-73.6969,US,16352
41.8045,-72.2552,US,16352
60.8042,25.7333,FI,16326
-6.8367,-79.9342,PE,15552
51.2139,-102.4628,CA,16343
-24.7989,-53.3069,BR,16312
49.4167,6.8333,DE,16068
42.5379,-113.793,US,16342
13.6928,102.5017,TH,16211
-1.5478,-47.1189,BR,16311
41.3118,-81.345,US,16338
26.1467,-98.0559,US,16338
49.7167,18.8167,PL,16065
49.6786,9.0042,DE,16151
40.5833,17.05,IT,16105
39.7667,68.8167,TJ,16295
51.45,6.2667,DE,16114
32.3933,51.3408,IR,16086
53.4699,8.6479,DE,16214
42.2492,11.7561,IT,16269
49.3667,7.1167,DE,15595
57.15,33.1,RU,16318
43.6167,10.6333,IT,15539
-28.6508,-49.21,BR,16126
44.5816,-92.6036,US,16320
51.1169,5.2558,BE,15625
-24.0008,-51.32,BR,16314
46.8711,-1.0136,FR,16135
46.1,27.1797,RO,16045
51.1834,7.5027,DE,16106
49.3,8.65,DE,15534
39.4738,-118.778,US,16313
47.075,7.3069,CH,15279
37.1667,-6.95,ES,15891
34.5833,-4.7333,MA,16172
11.6667,122.3333,PH,15639
50.5167,42.6667,RU,16294
47.3281,-2.4292,FR,16107
19.07,-69.39,DO,16272
38.5974,-90.0053,US,16303
33.3188,-96.7865,US,16299
34.8814,135.7328,JP,15200
32.7489,105.2408,CN,16247
45.5553,10.0733,IT,14711
34.0889,-2.0247,MA,16289
32.3277,-96.1287,US,16292
-14.4228,-44.3658,BR,14747
40.5472,23.0197,GR,16004
35.0895,107.219,CN,16111
7.6994,18.6292,CF,16279
45.8667,5.9444,FR,15373
35.4953,133.6928,JP,16167
37.8369,114.3591,CN,15704
49.0464,3.4031,FR,15351
42.2961,12.41,IT,16262
40.6797,-75.5788,US,16278
53.3636,-6.4864,IE,15504
40.6136,-89.4669,US,16277
53.5677,-1.1931,GB,15911
41.3783,-74.6909,US,16273
33.7777,-79.0111,US,16273
44.2776,-88.2645,US,16270
51.2833,108.8333,RU,16213
-40.7333,-64.95,AR,16265
39.625,117.9031,CN,15845
32.959,-96.8355,US,16263
39.0802,-84.4518,US,16263
51.6167,8.3497,DE,16045
36.0857,-79.2763,US,16262
14.2333,-90.65,GT,16187
47.8067,20.5647,HU,16098
35.3136,-81.0072,US,16257
-27.1578,-48.5528,BR,16083
50.7547,5.0814,BE,15961
33.6645,-83.9966,US,16256
51.805,10.3356,DE,15888
51.1333,5.5833,BE,16005
49.7822,23.6436,UA,16158
47.4106,15.2686,AT,15837
44.6777,11.043,IT,15957
-13.7728,-42.7139,BR,16225
36.3567,-94.2971,US,16244
34.8407,-2.3543,MA,16137
48.2833,17.7333,SK,15726
42.0597,-72.499,US,16242
14.8667,79.3167,IN,15870
48.1167,16.2667,AT,15047
48.0058,10.5969,DE,15963
28.4547,109.1831,CN,16072
45.7,9.4333,IT,14891
27.1958,-80.2438,US,16237
36.8865,-89.587,US,16237
45.1042,7.55,IT,15309
-7.845,-35.32,BR,16007
43.5478,11.0411,IT,16023
33.1421,-95.6124,US,16234
-15.4708,-58.3528,BR,16223
-7.4267,-79.5038,PE,16198
45.4833,8.7,IT,15685
45.1872,25.6622,RO,15928
16.3036,80.6172,IN,15607
30.45,-111.05,MX,16203
0.61,-77.84,EC,16066
14.1023,122.0136,PH,15936
41.8167,12.8,IT,15552
35.8407,-114.9257,US,16207
34.3833,-5.0167,MA,16084
38.5223,-89.1233,US,16204
53.28,-3.83,GB,14723
50.9144,3.4425,BE,15720
-23.3396,-57.05,PY,16171
-10.8619,-40.1339,BR,16168
39.2264,-0.5211,ES,15851
48.3997,13.3167,DE,15967
36.55,4.0833,DZ,15771
-21.0231,-47.3728,BR,16179
41.8439,-89.4794,US,16195
46.4972,-1.7833,FR,14545
34.7861,-5.7078,MA,16106
50.3074,34.9016,UA,15694
45.5372,-122.3955,US,16183
53.2581,8.1172,DE,16031
49.0781,27.6831,UA,16136
-10.0686,-78.1603,PE,16172
-9.4,-35.5,BR,16064
50.8756,0.0179,GB,15988
49.4314,15.2234,CZ,16012
35.49,133.8647,JP,15972
51.6282,13.7102,DE,15968
34.8868,38.8721,SY,16173
41.9151,-72.4485,US,16170
51.5667,34.6833,RU,16147
-29.6208,-54.1789,BR,16148
43.5992,46.7758,RU,16149
32.4833,-7.9167,MA,15479
8,124,PH,16075
14.3833,79.0333,IN,16067
42.5976,-82.882,US,16163
34.0667,136.1833,JP,16079
41.4419,-81.853,US,16161
-27.89,-52.2278,BR,16154
37.9071,-121.6076,US,16159
12.6208,80.1933,IN,15172
42.6529,-79.0063,US,16155
58.3333,44.7667,RU,15203
43.3663,13.6203,IT,15827
50.15,30.7519,UA,16056
32.3,-3.45,MA,16149
41.3833,19.5333,AL,15966
53.0617,8.1967,DE,16012
35.1088,-80.6597,US,16145
49.3536,11.1483,DE,15833
45.5612,-93.2283,US,16143
49.3439,8.6581,DE,15105
13.7841,2.9515,NE,16063
47.0042,20.6181,HU,16086
33.5025,133.9072,JP,16090
40.6583,-4.0322,ES,14959
51.38,12.4936,DE,15673
34.7381,-5.5442,MA,16049
52.2258,4.5225,NL,14886
40.281,-86.5213,US,16136
42.2202,-71.2106,US,16136
47.2911,5.0072,FR,14216
41.7443,-71.3145,US,16131
19.3667,78.7667,IN,16005
35.5113,105.5136,CN,15938
48.7147,9.5236,DE,15535
46.666,90.3794,CN,16098
16.6,81.4667,IN,15322
46.7111,20.1403,HU,16027
41.8492,-87.8906,US,16117
43.8167,10.6747,IT,15572
58.6,99.1833,RU,16116
41.7833,12.9167,IT,16073
38.35,28.5167,TR,16012
47.5124,-64.9101,CA,16114
50.8667,4.1833,BE,15481
50.7511,9.2711,DE,15989
36.6392,105.0156,CN,16075
35.8728,137.9753,JP,15727
40.9494,-5.6325,ES,14646
34.4917,135.6297,JP,15497
37.8547,27.7236,TR,15870
33.6446,-86.6851,US,16110
14.05,122.1333,PH,15886
34.9877,-101.9178,US,16109
41.2082,-112.054,US,16109
37.5633,-1.8072,ES,16060
48.8156,3.0836,FR,14757
45.5822,-122.3448,US,16107
56.7,60.1,RU,16001
5.5194,-72.8836,CO,16087
-25.2408,-53.9958,BR,16078
24.0468,88.4244,IN,14827
-8.5747,-36.8742,BR,16052
-16.0866,-69.6354,PE,16033
47.3667,0.7267,FR,14968
41.7403,-87.8067,US,16096
32.2226,-9.1343,MA,16014
47.3069,11.0722,AT,15747
38.9708,-90.9715,US,16092
59.6989,10.6553,NO,15953
32.9297,130.4528,JP,15299
-9.3389,-38.2569,BR,16072
51.8667,13.9667,DE,15969
15.7117,-4.9117,ML,16072
41.3878,1.9321,ES,15438
39.3667,16.0333,IT,15716
12.5333,122.025,PH,15940
16.6028,79.3075,IN,15887
16.3333,81.7333,IN,15605
-0.7167,36.4333,KE,14563
-27.0678,-53.1608,BR,16020
40.0324,-86.4551,US,16065
36.814,4.1588,DZ,15628
47.2401,8.7328,CH,14389
41.0511,-0.1336,ES,16029
33.3725,130.6225,JP,15387
41.5279,-87.424,US,16060
34.2894,-4.9481,MA,15956
33.7305,-84.917,US,16058
50.35,9.5167,DE,15914
14.175,-89.7417,GT,15820
45.8833,12.7167,IT,15744
43.5756,12.1439,IT,15876
52.8494,8.7267,DE,15955
54.821,-1.449,GB,14402
41.6395,-70.8732,US,16045
33.2692,35.7706,IL,15973
-4.9208,-49.0769,BR,16032
53.1692,7.3564,DE,15842
43.38,-84.6556,US,16035
34.0587,103.2074,CN,15993
44.3694,25.9753,RO,15329
36.5457,4.0571,DZ,15479
53.7667,15.7833,PL,15338
37.7562,-92.1274,US,16026
55.8833,60.75,RU,16013
15.8825,120.5824,PH,14878
30.3608,-89.165,US,16023
18.6833,83.6,IN,14315
48.6731,6.1547,FR,14558
51.8714,36.9132,RU,15292
28.9241,-81.9299,US,16020
39.5146,-76.173,US,16019
39.8403,-104.9655,US,16018
41.5174,-71.2772,US,16018
41.3629,-93.5652,US,16015
35.5587,-77.0545,US,16014
15.06,-87.29,HN,15774
-7.1978,-37.9289,BR,15985
45.0333,-79.3,CA,16010
17.704,103.2623,TH,15913
-20.7364,116.8464,AU,15828
48.5653,2.4361,FR,14679
46.1167,48.0833,RU,15984
56.116,-3.793,GB,14420
53.0261,7.1117,NL,15908
-14.3378,-40.91,BR,15982
-23.3883,-49.51,BR,15960
19.75,-96.8167,MX,14394
57.3033,47.8688,RU,15985
-21.7808,-45.965,BR,15959
53.65,47.1167,RU,15974
17.5833,120.3583,PH,14493
34.4398,-117.5248,US,15987
45.5442,3.2489,FR,15214
50.0042,5.72,BE,15894
10.0264,-74.6214,CO,15960
14.4933,-90.7094,GT,15529
34.222,-6.511,MA,15898
18.27,-70.15,DO,15466
30.3547,-97.9854,US,15981
-28.4589,-52.8208,BR,15936
33.0592,10.34,TN,15957
41.4976,-87.509,US,15976
48.675,5.8917,FR,15470
43.3814,-2.9792,ES,14276
-41.7712,-73.1275,CL,15903
35.6907,-78.3749,US,15972
30.5291,-86.4754,US,15972
45.3747,21.7106,RO,15842
44.9106,-0.6375,FR,15510
39.9094,-75.4312,US,15969
47.4461,-0.4664,FR,14759
33.1044,50.9589,IR,15828
47.5667,10.7,DE,15608
18.807,-69.784,DO,15532
48.8873,26.8476,UA,15914
51.2417,6.1822,DE,15708
38.959,-122.633,US,15961
47.35,22.3333,RO,15770
39.65,-8.8167,PT,15805
36.694,113.7967,CN,15683
34.3989,-118.9181,US,15954
-5.4658,-47.8878,BR,15950
45.6167,8.95,IT,14185
57.0125,63.7292,RU,15941
-3.6058,-55.3319,BR,15950
21.0167,-102.1667,MX,15890
45.7092,-121.5258,US,15949
53.7,37.3,RU,15920
-25.6758,-49.535,BR,15891
44.4593,-87.9554,US,15944
43.1164,1.6108,FR,15603
39.6567,-119.6695,US,15938
46.8167,134.25,RU,15928
59.4781,25.0161,EE,15284
56.7,60.8333,RU,15236
23.3687,114.5196,CN,15890
42.1667,12.6,IT,15556
52.0667,4.6333,NL,15045
45.2,7.7833,IT,15453
45.4167,11.1,IT,15482
34.5,-4.55,MA,15770
49.47,1.1194,FR,14309
41.5886,-71.0837,US,15925
-17.9136,-64.5297,BO,15919
-21.7169,-48.6878,BR,15881
48.4556,-2.0503,FR,14281
41.0675,-85.0175,US,15922
-25.5375,152.7019,AU,15406
53.0611,9.0178,DE,15673
-34.5333,20.0417,ZA,14936
-15.8369,-54.3889,BR,15916
40.6333,17.0333,IT,15842
51.4608,12.6358,DE,15583
39.8008,-8.1003,PT,15880
-21.175,-43.0178,BR,15823
20.6167,-99.1167,MX,15876
33.8835,-112.0858,US,15910
40.7478,-73.084,US,15910
-5.895,-35.7628,BR,15843
42.9853,-73.7879,US,15907
51.1428,3.3408,BE,15687
50.4318,15.8141,CZ,15471
-8.6239,-35.5328,BR,15773
33.3,-6.5333,MA,15430
43.8072,4.6433,FR,15718
31.3833,-8.3833,MA,15846
40.5822,-74.7796,US,15897
32.5028,-86.3737,US,15896
-26.1608,-51.5528,BR,15880
33.983,-6.417,MA,15866
37.1503,-94.3225,US,15892
44.25,-76.95,CA,15892
48.0289,7.58,DE,15606
49.7333,29.6833,UA,15889
10.9667,124.9667,PH,15598
48.5531,39.1742,UA,15830
60.6833,60.4333,RU,15888
-14.6939,-74.1241,PE,15870
50.9167,5.8833,NL,15423
39.9947,-76.256,US,15888
42.1039,-87.9267,US,15887
36.2166,-121.133,US,15887
25.8997,-80.2551,US,15887
51.3017,12.2211,DE,15619
40.011,-82.7155,US,15883
54.75,58.2,RU,15872
37.7546,102.7906,CN,15667
-11.5189,-37.5119,BR,15831
-28.0278,-54.35,BR,15863
31.0881,30.9456,EG,14733
45.1778,9.65,IT,15280
40.15,18.0667,IT,15544
51.0769,4.4233,BE,15114
42.8667,-80.7333,CA,15872
53.5402,-2.599,GB,15664
16.6167,120.8333,PH,15806
25.7061,-80.353,US,15871
33.1912,107.3732,CN,15552
49.5394,6.89,DE,15727
49.1042,6.7081,FR,15433
20.3356,-98.2267,MX,15793
-19.7578,-40.3858,BR,15809
30.5063,-8.7931,MA,14259
33.0725,131.8611,JP,15664
41.5621,-72.3475,US,15860
54.1072,10.8158,DE,15093
42.9003,-85.7564,US,15858
-11.0469,-41.9689,BR,15841
39.4714,-0.7197,ES,15769
18.017,-94.38,MX,15800
51.2111,5.4256,BE,15478
47.3981,-92.9487,US,15855
27.3092,-82.4788,US,15854
-11.5289,-39.0778,BR,15770
11.8167,125.45,PH,15758
33.6098,-117.7299,US,15850
35.0287,109.1548,CN,15642
40.5311,141.3078,JP,15761
34.969,-78.9559,US,15849
51.1021,66.3075,KZ,15848
33.8833,136.1,JP,15806
-8.9728,-35.9389,BR,15840
-7.6678,-35.1019,BR,15692
37.9833,-3.4667,ES,15762
40.4,18.1333,IT,15115
-7.99,-36.4958,BR,15819
31.4525,-110.216,US,15841
45.55,9.3333,IT,15482
50.1861,15.0417,CZ,15106
32.0036,-80.9752,US,15834
41.4169,1.9314,ES,15017
40.2143,-75.289,US,15831
51.5,44.45,RU,15821
43.1793,-78.9709,US,15830
36.4917,36.1917,TR,15629
42.2652,-72.672,US,15829
49.5258,-96.6839,CA,15829
50.3219,10.2161,DE,15411
40.8258,-77.9237,US,15828
-11.6169,-38.8,BR,15799
19.22,-70.03,DO,15709
40.6841,19.6194,AL,15397
52.95,8.2667,DE,15736
55.7,51.4,RU,15806
29.9921,-95.2655,US,15824
42.2884,24.9655,BG,15664
52.25,10.8167,DE,15704
35.6139,36.5611,SY,15455
38.35,16.0167,IT,15501
13.8394,77.7039,IN,15449
-14.035,-42.1419,BR,15801
34.2434,-111.3195,US,15813
51.3244,28.8081,UA,15795
42.0465,-70.7139,US,15812
34.15,-4,MA,15778
40.8268,-73.6764,US,15808
51.0333,59.8667,RU,15573
39.7094,66.6614,UZ,15571
28.6825,-17.765,ES,15446
51.3347,33.8686,UA,15778
13.6411,124.3008,PH,15680
15.25,77.417,IN,15328
41.5333,-6.95,PT,15776
52.3214,8.34,DE,15645
60.7025,6.4231,NO,15787
-6.045,-38.4608,BR,15757
44.5097,11.4706,IT,15363
40.0167,-3,ES,15645
39.6063,-82.9334,US,15792
50.2481,3.9244,FR,14601
42.0475,-72.5718,US,15791
38.9667,-3.95,ES,15658
-35.3486,150.4678,AU,15278
45.8781,8.4069,IT,15285
48.7117,9.4164,DE,14433
40.6308,-75.4834,US,15787
-14.2839,-39.8428,BR,15767
51.1989,6.2194,DE,15550
46.5333,18.9856,HU,15490
40.6206,-103.1925,US,15780
-11.6619,-38.0169,BR,15717
41.6091,-71.1741,US,15774
40.621,-79.1513,US,15773
4.8658,-73.8772,CO,15727
-16.2039,-48.7069,BR,15757
43.4544,4.9436,FR,15602
-26.9608,-50.4269,BR,15757
45.5167,9.3667,IT,13849
51.5,14.6331,DE,15521
-35.117,139.267,AU,14560
44.6167,11.6667,IT,15642
-14.5489,-49.9689,BR,15760
-6.5419,-39.9069,BR,15752
42.55,14.1167,IT,15708
-29.8128,-53.375,BR,15744
33.8659,-84.6838,US,15758
23.8167,120.6167,TW,15240
36.3214,138.5089,JP,15494
47.5517,7.6592,DE,14897
24.7413,116.1942,CN,15662
34.1339,134.5803,JP,14723
32.2937,-111.011,US,15755
38.2636,101.8328,CN,15635
40.6203,-74.3135,US,15748
35.6322,134.6292,JP,15704
-23.68,-54.5608,BR,15738
40.45,17.3667,IT,15101
39.1378,-77.7109,US,15742
-25.4769,-48.8339,BR,15718
17.4155,99.8152,TH,15691
47.1156,-2.1033,FR,15570
39.6152,-104.913,US,15735
49.4433,-96.8492,CA,15733
42.8178,-71.6736,US,15732
46.7917,13.4958,AT,15413
44.8319,11.2957,IT,15581
-41.1667,146.1667,AU,14109
52.8598,-3.0538,GB,15613
41.0918,-75.1031,US,15725
37.7333,15.2,IT,14620
50.4667,4.2833,BE,14900
54.5164,-128.5997,CA,15723
40.6323,-74.5146,US,15720
54.4794,37.6934,RU,15706
32.7025,51.1536,IR,15673
35.4092,134.2508,JP,15642
40.8389,-73.0401,US,15714
32.3208,-102.552,US,15708
44.5519,10.9358,IT,15035
49.3,18.7833,SK,15132
49.2344,2.8875,FR,14796
40.1286,-76.792,US,15701
50.1635,8.9808,DE,14899
50.3333,26.5167,UA,15642
43.2651,-77.7968,US,15699
50.9833,44.7667,RU,15680
50.9116,14.6184,CZ,15117
35.9321,-89.9051,US,15693
-17.8069,-41.7858,BR,15667
47.1278,8.7431,CH,15550
65.9667,29.1667,FI,15688
42.2558,140.2653,JP,15674
33.0528,51.0825,IR,15550
38.197,-85.8136,US,15689
49.4,8.5353,DE,14288
41.9945,-72.6789,US,15688
32.2989,130.4931,JP,15621
51.7944,7.7392,DE,15542
19.422,-71.615,DO,15624
16.9667,121.2167,PH,15621
-8.6578,-35.9,BR,15615
17.25,82.4667,IN,15189
43.7296,-98.0337,US,15679
1.6931,11.0342,GQ,15644
53.14,-1.55,GB,15519
53.1167,13.5,DE,15636
31.7914,-7.1475,MA,15385
45.3833,9.2167,IT,13858
-23.0589,-51.0358,BR,15638
48.05,24.2167,UA,15621
34.2964,135.5042,JP,15565
45.35,10.7333,IT,15424
44.9858,10.4147,IT,15425
52.3883,13.5047,DE,15472
46.85,20.6,HU,15565
40.1308,-75.3795,US,15659
45.25,8.75,IT,15362
50.7,5.25,BE,15168
43.2169,141.5169,JP,15618
14.3575,77.2186,IN,15441
28.4253,-16.4917,ES,14987
43.9006,1.8983,FR,15345
36.0596,-79.3892,US,15646
60.6247,5.3283,NO,15607
-14.4108,-42.0758,BR,15628
36.1,32.975,TR,15615
52.3031,7.1597,DE,15486
45.4249,12.0758,IT,15022
35.8578,140.1394,JP,15035
57.4954,12.6805,SE,15448
49.9019,16.4473,CZ,15267
-22.39,-44.9669,BR,15582
32.2687,-110.7437,US,15638
55.6667,84.4,RU,15629
37.9333,-7.5833,PT,15623
47.6608,23.6886,RO,15476
17.6,77.7167,IN,15075
42.0492,2.2629,ES,14553
50.7483,2.2608,FR,14726
39.6067,-75.8208,US,15622
14.0681,101.8125,TH,15465
9.7333,125.4167,PH,15347
4.184,102.042,MY,15448
39.6942,140.9844,JP,15589
35.5707,100.7798,CN,15609
25.6415,-80.4,US,15614
40.3556,-80.1618,US,15614
38.91,-6.6175,ES,15483
50.6333,20.3,PL,15484
-39.3669,-72.6308,CL,15590
43.2482,13.5075,IT,15362
15.2669,77.7611,IN,15200
50.1608,35.5164,UA,15576
34.7087,33.0504,CY,14578
50.125,3.4117,FR,14487
28.3167,-14.05,ES,15549
41.1725,75.7968,KG,15601
32.9429,-96.3858,US,15603
51.1333,4.3869,BE,14304
15.99,43.95,YE,15333
-20.4381,-48.0122,BR,15567
58.0333,7.4833,NO,15529
-21.62,-49.0739,BR,15569
21.0836,-77.7472,CU,15579
52.0672,5.1969,NL,15192
44.7381,10.9245,IT,15296
49.2833,9.6833,DE,15391
52.3331,8.75,DE,15445
33.564,-84.4103,US,15594
35.0004,-114.5748,US,15593
44.5139,10.7339,IT,15326
-1.3628,-47.3069,BR,15563
42.9261,-112.4624,US,15588
52.4272,22.8625,PL,15169
32.8019,51.6636,IR,15524
-18.5478,-42.7628,BR,15553
40.3314,42.5903,TR,15557
42.5816,-71.0876,US,15581
41.6964,-93.0402,US,15580
41.6787,-73.8028,US,15577
39.7863,-77.722,US,15576
61.1083,28.8583,RU,15546
26.33,88.77,IN,14404
35.8912,107.9655,CN,15486
44.7181,26.6453,RO,15308
16.5316,121.0282,PH,15472
36.8877,-94.8718,US,15571
43.5997,13.3257,IT,14733
35.6863,-85.7812,US,15570
44.6774,-75.0396,US,15567
32.16,-6.35,MA,14570
33.2083,133.1356,JP,15540
12.1791,125.5072,PH,15365
28.7014,-81.3487,US,15561
-12.3,-39.3078,BR,15521
35.0042,134.3558,JP,15508
25.3885,105.7848,CN,15464
49.4736,8.6592,DE,15081
46.4778,24.0961,RO,15328
43.1271,12.0452,IT,15479
52.4167,8.6167,DE,15441
33.6,130.8153,JP,15134
-2.6847,-54.6403,BR,15548
38.6966,-90.3689,US,15551
13.2403,99.8254,TH,15416
35.3113,-78.6129,US,15550
57.6013,48.9386,RU,15538
-3.2,-64.8333,BR,15545
14.2667,80.1,IN,14333
47.1119,-88.5672,US,15543
33.0092,-80.1078,US,15539
36.7681,140.3553,JP,15491
60.7833,21.4167,FI,15510
12.4833,122.5167,PH,15385
41.1976,1.6345,ES,14081
54.95,20.4833,RU,15493
44.9333,9.9,IT,15276
50.9911,4.7044,BE,14842
18.15,121.2833,PH,15491
50.2314,7.5908,DE,15325
49.7167,20.4667,PL,14738
16.1253,101.8967,TH,15463
43.194,-112.3455,US,15526
52.65,90.0833,RU,15335
34.1185,-83.9916,US,15522
20.6167,-99.25,MX,15429
42.5824,-88.4281,US,15518
39.2582,-84.7868,US,15518
50.6103,4.4497,BE,15353
51.7889,7.62,DE,15372
50.6,6.2997,DE,15377
45.3243,-118.0865,US,15515
15.5767,79.1055,IN,15169
49.2072,2.5867,FR,14891
45.6,8.95,IT,15211
-38.25,144.5167,AU,14165
50.3289,11.1211,DE,15257
33.5333,-5.1167,MA,14659
-21.3564,-51.86,BR,15458
-9.2378,-35.4928,BR,15419
15.3833,-15.2167,SN,15482
-36.7167,142.2,AU,14543
41.4291,-71.4669,US,15500
43.7202,10.7727,IT,14627
37.577,-77.3865,US,15498
48.4089,2.7017,FR,15407
56.6442,-2.8884,GB,14230
47.5111,18.93,HU,15088
-5.8039,-39.4178,BR,15467
51.4861,5.1367,NL,15334
35.0133,-2.3397,MA,14486
49.8333,8.75,DE,15130
43.5156,1.4981,FR,13811
50.7039,1.5939,FR,13575
-12.8708,-38.7639,BR,15385
48.0686,-2.9628,FR,14889
48.65,11.7833,DE,15241
37.666,-77.4838,US,15488
49.2942,6.9375,DE,14501
53.95,10.7333,DE,15231
51.0333,17.3333,PL,15340
13.8273,100.3859,TH,13786
-33.28,115.726,AU,14539
34.0474,-81.1434,US,15484
40.4339,-3.2989,ES,15049
34.4903,136.6308,JP,15113
29.9457,-93.9164,US,15480
-21.8389,-45.3997,BR,15433
48.7483,-0.5694,FR,14779
40.8098,-72.8479,US,15476
16.705,81.647,IN,14559
48.1914,17.7308,SK,15029
38.9414,-3.2394,ES,15357
51.496,9.3872,DE,15294
41.2305,-80.4414,US,15471
-7.2839,-40.4606,BR,15453
40.7358,-75.2211,US,15470
18.6167,-101.6333,MX,15455
42.9391,-70.837,US,15467
-7.2064,-36.8236,BR,15441
-27.1689,-53.7119,BR,15409
39.1065,-76.9993,US,15464
43.4544,5.4144,FR,14784
51.0253,4.5483,BE,14951
14.9333,-91.9167,GT,15207
33.4329,-86.0976,US,15457
28.1559,68.6397,PK,15000
24.6997,102.4872,CN,15350
30.6333,-8.05,MA,15429
43.6481,-7.59,ES,15312
19.8878,86.0948,IN,15015
48.4994,10.1211,DE,15247
-7.0139,-37.9458,BR,15409
39.207,-2.1604,ES,15401
43.3223,-88.3782,US,15445
12.45,124.3167,PH,15361
34.1685,-84.4845,US,15442
33.7488,-84.2598,US,15441
41.8379,-71.3174,US,15441
9.2704,-9.02,GN,15406
37.025,37.9769,TR,15317
32.5113,-8.9849,MA,15342
55.9,53.9333,RU,14601
50.3131,17.3742,PL,15293
47.768,-116.8039,US,15434
-18.6658,-43.0839,BR,15416
41.3695,-81.8151,US,15432
-39.6667,176.8833,NZ,13950
53.65,9.8167,DE,14341
38.314,-88.9174,US,15427
40.3416,-75.2534,US,15424
53.6167,31.95,BY,15408
-26.4128,-49.0728,BR,15316
39.1956,141.1161,JP,15337
44.65,10.7833,IT,14833
-14.85,-42.4328,BR,15409
49.4469,8.6094,DE,14238
14.1652,77.8117,IN,15088
6.2181,-73.8114,CO,15395
-5.95,28.0167,CD,15397
20.8333,-103.7167,MX,15344
35.5108,133.4961,JP,15336
-31.5833,-63.5333,AR,15394
14.047,-90.0336,GT,15295
40.2811,-75.9544,US,15414
-21.1258,-46.42,BR,15374
-11.7608,-41.9119,BR,15377
23.2404,88.7115,IN,13562
45.8667,8.9833,CH,14942
43.1819,-2.2653,ES,15191
-15.0078,-59.9508,BR,15406
37.0528,-80.7624,US,15407
54.8339,18.3156,PL,15015
45.4994,4.24,FR,15034
47.3181,8.5825,CH,14250
-27.95,-51.8069,BR,15373
24.3146,87.9643,IN,14450
45.8,9.4333,IT,13877
43.805,4.6594,FR,15195
10.3,125.05,PH,15244
51.0333,7.1167,DE,15020
48.1189,11.4289,DE,13939
43.0427,-85.6016,US,15394
50.8,12.7167,DE,14607
40.1322,-77.1641,US,15393
-27.6,153.133,AU,15317
17.61,99.2234,TH,15360
33.05,-2,MA,15390
46.5361,-1.7728,FR,15061
43.2469,-73.6659,US,15391
49.3758,11.2131,DE,13964
49.2992,6.1097,FR,14243
-12.16,-39.3319,BR,15351
40.9,-7.9333,PT,15339
49.9167,8.8667,DE,14672
47.2833,39.5,RU,15334
32.2953,-6.6669,MA,15113
9.562,125.571,PH,15043
37.6167,15.0667,IT,14613
53.3623,-1.3251,GB,15022
-8.9758,-36.6878,BR,15309
50.7375,2.7339,FR,15019
52.9277,-1.5373,GB,14180
40.2639,-75.3929,US,15364
11.7833,125,PH,15276
38.5447,141.1347,JP,15177
16.3319,81.732,IN,14162
60.4,57.0667,RU,15359
51.145,7.3417,DE,15060
40.7587,-74.9825,US,15357
48.7717,5.1672,FR,14733
53.3333,8.4833,DE,14965
11.5,125.5,PH,15314
41.2592,-74.0112,US,15351
28.4466,104.2563,CN,15239
47.0164,8.3111,CH,14243
20.3333,-99.2333,MX,15284
18.3,83.5667,IN,14847
54.2,27.85,BY,15336
-24.52,-48.1081,BR,15339
69.9686,23.2714,NO,15342
-19.9669,-43.8039,BR,15342
43.3496,26.227,BG,15311
55.934,-4.6906,GB,14620
49.9292,-96.6939,CA,15342
39.6,-9.0667,PT,15158
45.6582,11.4047,IT,14855
37.3067,137.15,JP,15280
42.4366,-82.8987,US,15332
-11.15,-75.9833,PE,15320
60.4569,26.225,FI,15311
38.0264,12.8806,IT,15209
40.5539,-3.3261,ES,14903
52,84.9833,RU,15160
-33.7,-58.6833,AR,15321
48.5775,-3.8278,FR,14729
45.3728,11.1303,IT,15048
33.4237,-87.022,US,15322
40.2667,-8.2667,PT,15251
33.7919,130.6742,JP,14901
32.1919,131.5258,JP,15151
34.8665,-3.4223,MA,14741
29.9122,-95.3785,US,15318
44.9214,10.6542,IT,15032
44.5172,25.9753,RO,14184
-18.6819,-49.57,BR,15290
41.1641,-87.8452,US,15314
28.3793,-81.3903,US,15314
31.6597,-7.4092,MA,15243
49.2167,143.1,RU,15311
16.45,80.7833,IN,14616
41.5833,-0.9167,ES,13773
-12.8819,-42.4858,BR,15296
41.8333,15.5667,IT,15224
-6.8719,-36.9189,BR,15278
45.9153,12.8556,IT,15063
48.9047,9.0808,DE,14785
34.0333,-5.8,MA,15265
46.8828,17.4411,HU,15072
8.1333,124.2667,PH,15091
51.9331,9.0831,DE,15154
45.2658,1.7722,FR,14705
42.6167,14.0667,IT,14915
47.8075,7.3369,FR,14541
47.2539,16.9353,HU,15072
57.3833,41.2833,RU,15264
50.1667,12.1333,DE,15128
33.6961,135.4289,JP,15040
41.0333,14.4833,IT,14004
53.4931,10.2533,DE,13349
-11.0469,-38.4328,BR,15269
54.25,12.4667,DE,15167
