lat,lng,iso2,population
52.0565,-2.716,GB,63024
38.0053,23.8208,GR,59704
48.2997,4.0792,FR,61996
41.6083,2.2889,ES,62475
43.0787,25.6283,BG,66550
31.8804,10.97,LY,66609
14.9667,-89.5333,GT,66423
-34.5,-58.7,AR,60867
10.75,121.95,PH,65140
48.8058,2.4378,FR,55899
41.3464,21.5542,MK,66246
48.3777,17.5862,SK,65382
-0.3296,31.73,UG,65373
40.6333,-4.0083,ES,63825
53.691,-1.633,GB,62945
12.2236,21.4144,TD,66107
14.9653,-91.7958,GT,65571
52.7705,-1.2046,GB,59932
53.046,-2.993,GB,61603
13.5486,100.2775,TH,60103
47.5862,18.3949,HU,65145
36.1611,-5.3486,ES,63365
48.9956,2.3808,FR,58811
39.6636,20.8522,GR,65574
43.1,5.883,FR,62888
33.9682,-118.2447,US,65716
41.005,39.7225,TR,65516
52.3931,-0.7229,GB,56226
44.2,27.3333,RO,65181
37.7731,29.0878,TR,64331
52.0314,5.0919,NL,63036
-17.9167,19.7667,NA,63431
1.0167,35,KE,63245
35.1842,137.0486,JP,62473
42.8025,-73.9276,US,65273
48.7919,2.3636,FR,54964
7.2061,100.5967,TH,63834
34.8,-5.6,MA,59606
38.2939,141.0044,JP,61937
-4.8186,34.7506,TZ,62432
-12.1833,26.4,ZM,65000
32.7,36.5667,SY,64730
-10.5078,-39.0139,BR,60666
50.8117,4.3181,BE,56008
53.8167,22.35,PL,62006
40.6661,-74.1141,US,64897
37.0161,-7.935,PT,64560
37.1298,70.5792,AF,64704
18.3667,-95.8,MX,57147
43.0033,41.0153,GE,64441
53.279,-2.897,GB,61090
14.7667,-91.1833,GT,63973
50.8361,4.3861,BE,47786
34.515,135.7364,JP,60791
15.1333,-87.1333,HN,64425
52.1667,20.8,PL,61237
36.8,10.1,TN,58792
40.7651,-74.2117,US,64367
13.33,79.58,IN,62253
48.9387,2.4614,FR,57150
54.66,-5.67,GB,61011
-23.865,35.3833,MZ,63837
53.341,-2.729,GB,61789
51.019,-3.1,GB,60479
50.8094,-0.5409,GB,58357
46.0764,23.5728,RO,63536
-0.9333,-78.6167,EC,63842
48.9022,2.4828,FR,54055
51.96,85.96,RU,63214
35.9942,139.6622,JP,61473
40.9,14.1833,IT,59862
12.4667,-3.4667,BF,63617
45.5781,8.9183,IT,60177
34.5036,135.5556,JP,58593
13.8833,120.9333,PH,61460
37.5875,36.9453,TR,63284
34.9486,135.6983,JP,56152
-12.9163,34.3,MW,59854
40.7839,-73.2522,US,63399
42.5,78.3833,KG,63377
35.1833,136.7333,JP,60908
47.6833,16.5833,HU,62900
8.335,80.4108,LK,63208
49.6333,-1.6,FR,60991
12.4881,106.0188,KH,60000
27.8489,-101.12,MX,59196
14.0167,100.75,TH,58838
4.736,45.204,SO,62945
53.4158,-3.0233,GB,60284
9.0667,126.1833,PH,62669
48.0333,38.15,UA,59763
48.87,2.22,FR,48763
49.25,23.85,UA,59325
25.9007,-80.1686,US,62822
42.0359,-87.74,US,62700
42.9981,21.9461,RS,60288
14.5286,100.9114,TH,61750
12.6742,101.2789,TH,61902
48.9123,2.3342,FR,50670
12.8958,-14.9408,SN,62258
39.2392,-8.6869,PT,62200
35.7386,139.3267,JP,56713
-39.4833,176.9167,NZ,62241
48.9106,2.4397,FR,54272
24.8604,-99.57,MX,57731
46.3017,30.6569,UA,59800
-5.2248,145.7853,PG,62023
55.5833,37.8833,RU,58606
53.35,-3.003,GB,57336
33.9902,-118.0888,US,62027
34.0155,-118.1108,US,61954
34.8167,67.8167,AF,61863
-1.4944,29.6417,RW,59333
53.2581,-2.1274,GB,56581
6.5397,101.2811,TH,61250
66.5028,25.7285,FI,61763
43.9,25.9667,RO,61353
10.0022,-83.084,CR,60710
45.57,5.9118,FR,58833
48.8517,2.4772,FR,52256
40.7938,-74.0242,US,61619
62.7903,22.8403,FI,61530
43.3194,-3.0194,ES,45285
47.246,127.106,CN,57789
25.67,-80.4483,US,61516
32.6654,-117.0983,US,61394
26.3344,127.8057,JP,58658
36.5194,136.6097,JP,57090
26.2803,-80.1842,US,61248
-45.5712,-72.0685,CL,61210
6.7697,47.4308,SO,61200
10.2333,106.3833,VN,59442
45.7697,22.9203,RO,60525
52.6653,-8.6238,IE,58319
39.475,-0.4156,ES,44320
32.655,-8.4292,MA,55815
35.6091,111.2304,CN,56381
34.9167,33.6333,CY,59200
-34.7833,-58.3667,AR,56419
51.132,0.263,GB,57772
7.5561,99.6114,TH,60591
13.6371,100.6636,TH,56949
34.5206,135.4422,JP,55910
1.6,11.5667,GA,60685
7.8019,6.7442,NG,60579
12.0833,-85.4,NI,60583
56.8837,14.8167,SE,59600
25.7723,-80.3458,US,60547
48.885,2.2389,FR,44837
33.9278,-117.9513,US,60513
42.4305,-71.0576,US,60470
22.63,88.35,IN,35282
50.8406,16.4925,PL,57761
33.9336,-118.0311,US,60357
18.6058,-96.6875,MX,56956
47.75,-3.36,FR,57084
46.3667,17.7833,HU,59777
35.2948,139.5781,JP,56996
0.5666,34.5666,KE,55857
16.3412,-98.0537,MX,53148
33.7105,-6.8831,MA,57790
48.6239,2.4294,FR,53641
32.68,-4.74,MA,55304
43.0068,-88.0296,US,59890
27.1,93.62,IN,59490
43.85,19.85,RS,59747
13.6004,100.5964,TH,51309
40.657,-111.9493,US,59805
14.5567,-90.7337,GT,59091
33.4362,-5.2218,MA,54350
55.3667,37.5333,RU,56239
34.0497,-118.1326,US,59669
30.9622,31.2425,EG,57177
32.15,34.8833,IL,56659
36.4412,28.2225,GR,56969
48.805,2.4239,FR,44287
-31.7144,-55.9828,UY,54755
51.081,1.166,GB,51337
38.9,-6.3333,ES,59424
35.2472,-3.9322,MA,56716
35.7672,139.3111,JP,53970
33.8944,-118.3073,US,59329
19.7969,-99.0992,MX,50742
37.3168,-122.0465,US,59276
52.292,-1.537,GB,55733
32.7703,-117.0204,US,59249
55.6333,37.85,RU,55669
22.8136,-82.7633,CU,59130
53.4872,-3.0343,GB,51789
42.3243,-71.1408,US,59180
40.6172,47.15,AZ,59036
-40.8,-63,AR,59122
28.6794,77.0284,IN,54541
-10.6864,-76.2625,PE,58899
48.9603,2.8883,FR,55416
35.5449,106.6801,CN,47442
-6.1296,24.48,CD,59004
48.8014,2.2628,FR,52926
51.5423,-0.0026,GB,51387
19.3133,-97.9228,MX,51996
43.5833,21.3267,RS,58745
26.2466,-80.2119,US,58796
-17.5689,-52.5508,BR,52935
32.8,35.1,IL,55464
40.973,14.2065,IT,52794
39.1512,-119.7474,US,58756
11.7833,-0.3667,BF,58600
13.05,3.2,NE,58671
11.5833,124.45,PH,58187
22.3654,88.4325,IN,53128
16.87,81.93,IN,56063
46.2167,27.6667,RO,55837
48.8833,2.6,FR,55148
49.2625,-122.7811,CA,58612
47.1,17.9167,HU,58153
32.0833,34.95,IL,56300
41.4459,-74.4236,US,58592
3.3004,32.87,UG,56891
8.0304,-2.8,CI,58297
48.9372,2.1644,FR,52269
10.2833,-61.4667,TT,55419
50.5833,27.6333,UA,56288
14.4828,120.8958,PH,27891
46.6833,21.0833,HU,58002
40.6953,-74.2697,US,58297
48.9333,2.5333,FR,51225
35.5167,24.0167,GR,53910
41.022,-73.7549,US,58109
15.3147,-91.4761,GT,58000
34.74,135.6394,JP,55094
38.5676,-92.1759,US,58025
52.3833,20.8833,PL,53886
17.8864,83.4471,IN,55082
34.1342,-118.0373,US,57939
51.1714,6.9394,DE,55764
45.1553,18.0144,HR,56769
23.5667,119.5833,TW,56435
30.4167,-107.9167,MX,55553
18.9817,-97.7822,MX,52078
32.5158,35.1525,IL,55300
52.3885,-2.249,GB,55530
32.2833,36.2333,JO,57118
13.45,121.8333,PH,57283
53.3838,-2.3547,GB,52419
33.98,-118.2167,US,57509
50.613,-2.457,GB,54539
-29.8167,27.25,LS,57059
-17.35,30.2,ZW,56794
42.4234,-71.1087,US,57341
17.1167,82.2667,IN,54859
-32.3667,-54.1833,UY,51830
51.405,-3.27,GB,51502
17.4986,-88.1886,BZ,57169
22.9125,-109.9208,MX,48032
43.2121,23.5444,BG,57028
-19.9833,23.4167,BW,57067
21.2731,106.1947,VN,53728
47.1372,7.2472,CH,54456
16.7083,-93.0169,MX,45077
40.8417,31.1583,TR,56649
-54.8072,-68.3044,AR,56956
41.3767,2.0858,ES,46777
25.7578,-102.9831,MX,49490
47.1911,23.0572,RO,56202
37.2167,28.3667,TR,56619
45.8653,25.7878,RO,56006
31.3167,30.0667,EG,37997
38.5725,-7.9072,PT,56596
14.3594,100.5761,TH,52952
22.7344,-12.4725,MR,56345
48.8942,18.0406,SK,55593
14.7667,-88.7833,HN,56000
56.6522,23.7244,LV,55336
49.8486,3.2864,FR,53856
25.7556,-80.4016,US,56225
46.6468,27.7387,RO,55407
25.7081,-80.4078,US,56182
25.7753,-103.2731,MX,50084
39.8228,-7.4931,PT,56109
41.1833,-8.5667,PT,50713
40.8333,14.3333,IT,45122
17.5747,120.3869,PH,53935
48.2,15.6167,AT,55514
46.8392,16.8511,HU,55470
34.3925,132.5044,JP,51096
48.7309,2.2713,FR,50632
56.0719,-3.4393,GB,53100
45.6649,8.7914,IT,53425
15.3333,119.9833,PH,55581
56.6754,12.8587,SE,55657
41.1169,20.8019,MK,55749
41.5356,2.2107,ES,51151
40.4833,68.7833,UZ,55600
26.1128,50.5139,BH,52700
40.487,-74.445,US,55676
40.4344,49.8336,AZ,51800
53.4457,-2.9891,GB,51394
55.777,-4.039,GB,53188
48.6139,2.482,FR,50954
0.4669,34.09,UG,47100
-17.6242,177.4528,FJ,52220
40.8068,14.3526,IT,52763
33.7105,-117.9514,US,55357
52.0456,4.33,NL,51742
16.5833,82.0167,IN,53231
54.047,-2.801,GB,52234
59.2081,9.5528,NO,55144
18.3,99.5,TH,55044
42.5542,21.8972,RS,55138
38.9089,1.4328,ES,50643
42.4442,-76.5032,US,55137
41.7139,-87.7528,US,55022
38.3144,141.0222,JP,51999
25.7184,32.6581,EG,26488
42.4828,20.7458,XK,54613
37.1989,112.1767,CN,50000
-0.4644,100.4008,ID,52422
61.6875,27.2736,FI,54665
-5.2395,39.77,TZ,49959
55.945,-3.994,GB,50920
48.763,2.409,FR,46154
51.6204,0.305,GB,52586
13.9424,100.3913,TH,51932
41.8433,-87.7909,US,54391
35.0183,69.1679,AF,53676
45.492,-122.8726,US,54287
43.6644,7.1489,FR,51411
52.5798,-2.0605,GB,51429
19.8931,102.1381,LA,53792
36.0189,139.6769,JP,52103
11.8089,99.798,TH,54018
16.2667,-0.05,ML,49483
40.7242,-74.2318,US,54079
0.8117,-77.7186,EC,53558
34.0689,-118.0823,US,54058
40.6167,20.7667,AL,51152
33.8976,-118.1652,US,53955
0.6092,33.4686,UG,45024
48.8667,2.4833,FR,46043
43.49,-1.48,FR,51411
17.1564,104.1456,TH,53618
10.0311,-84.2041,CR,48326
16.9072,-92.0961,MX,41878
12.5337,103.9167,KH,52476
-18.1833,31.55,ZW,52283
55.5991,37.355,RU,50167
31.9333,34.8,IL,50200
13.6333,-88.8,SV,53213
45.5286,9.2783,IT,47720
45.7768,4.9186,FR,50823
40.7536,14.5253,IT,50686
42.8742,25.3178,BG,52974
45.5333,9.0333,IT,50904
40.5,44.7667,AM,52808
19.2102,-102.5869,MX,47498
42.4192,-71.0036,US,53073
16.1772,103.3008,TH,52866
20.6894,-88.2017,MX,48973
27.13,-104.9067,MX,48859
39.0928,-77.0823,US,53049
48.8894,2.4503,FR,44223
32.7741,-6.3925,MA,46893
35.6031,51.3097,IR,49950
10.9833,104.7833,KH,52000
46.5965,-112.0202,US,52936
55.709,9.535,DK,51177
43.3303,-3.0314,ES,46085
13.9099,100.4263,TH,50141
40.7856,-74.0093,US,52723
40.7453,-74.0279,US,52677
67.2833,14.3833,NO,52560
-15.2796,23.12,ZM,52534
48.3022,37.2614,UA,50360
35.2833,136.8667,JP,47975
14.4333,120.8833,PH,49452
34.9276,136.9877,JP,48685
41.8872,-87.7899,US,52381
11.85,-86.2,NI,52175
45.0833,7.5833,IT,49597
33.8111,-6.7922,MA,49816
53.7547,9.6536,DE,49883
35.3731,139.3842,JP,48532
38.8972,22.4311,GR,52006
-14.4722,35.2639,MW,51429
38.7536,48.8511,AZ,51300
41.2953,-7.7461,PT,51850
48.9056,2.2445,FR,29430
50.8758,4.3244,BE,43564
22.2667,-101.9833,MX,43411
51.5072,-3.5784,GB,49404
6.693,80.386,LK,47832
51.85,4.5333,NL,48673
48.9333,2.3,FR,47702
50.6333,13.8167,CZ,49705
-26.95,24.7333,ZA,49588
47.8989,20.3747,HU,51168
49.4003,15.5906,CZ,51125
33.5586,36.365,SY,45974
-35.725,174.3236,NZ,50784
45.78,19.12,RS,51471
32.6,-6.26,MA,47343
40.7241,-73.5125,US,51634
21.1425,-88.1647,MX,46971
40.5203,-74.2724,US,51390
17.5461,-98.5764,MX,37975
33.6108,130.4806,JP,47981
41.6447,25.375,BG,51242
1.7472,40.0572,KE,45771
34.3668,107.198,CN,49100
7.9611,-6.6731,CI,51157
8.033,79.826,LK,45661
33.8807,-117.8553,US,51233
53.4466,-2.3086,GB,46910
20.0333,-97.5167,MX,47983
36.2214,65.9278,AF,51075
41.1167,25.4,GR,50990
48.9192,2.5361,FR,45012
51.4789,11.9214,DE,46280
41.9817,44.1124,GE,48143
17.4139,78.5783,IN,43692
-34.8596,-58.387,AR,47622
54.4014,24.0492,LT,49888
13.5859,102.9737,KH,50302
51.66,-3.81,GB,45898
33.5792,-117.7289,US,50887
32.2723,35.8914,JO,50745
17.5965,120.6179,PH,50382
33.6555,-7.3221,MA,48338
8.9833,37.85,ET,43920
48.9728,2.4008,FR,42956
56.1107,-3.1674,GB,48108
56.9722,23.7969,LV,50248
40.2739,44.6256,AM,44400
33.2833,-8.3333,MA,40920
4.275,21,CD,50493
48.7983,2.3137,FR,40812
42.7008,9.4503,FR,48044
45.6167,9.25,IT,45535
25.9407,-80.3102,US,50431
13.7167,-88.9333,SV,48411
-34.6667,-58.4167,AR,41155
14.5833,-88.5833,HN,50256
48.8123,2.2382,FR,45748
30.192,35.736,JO,50350
-21.9667,27.9167,BW,49724
26.2329,31.9993,EG,46997
40.6154,-74.4157,US,50317
8.05,123.8,PH,50073
39.0492,-77.0572,US,50229
41.561,14.6684,IT,49262
-6.0333,-76.9667,PE,50073
25.44,30.55,EG,49991
53.4897,-2.0952,GB,45198
55.65,37.8667,RU,46763
45,7.65,IT,47721
-18.0244,178.5454,FJ,47604
45.5667,9.1667,IT,46701
32.0523,34.9512,IL,46896
30.96,61.86,AF,49851
9.5,-7.5667,CI,49857
39.0393,-77.1191,US,49872
33.8677,-118.0686,US,49859
6.4333,100.2,MY,48898
48.9322,2.3967,FR,43946
47.64,6.85,FR,46954
41.4824,-81.8008,US,49678
-12.785,-74.9714,PE,49570
37.3333,-6.0667,ES,46895
45.4833,-73.8167,CA,49637
65.5838,22.1915,SE,49123
48.8692,2.4181,FR,35442
10.4167,-61.45,TT,48858
57.4778,-4.2247,GB,47290
52.2583,-7.119,IE,48369
51.07,-1.79,GB,45477
32.15,34.8333,IL,46700
42.2667,2.965,ES,47043
-41.2931,173.2381,NZ,49300
55.458,-4.629,GB,46780
50.8719,4.4033,BE,41131
41.3833,2.0439,ES,45463
28.2722,-105.4819,MX,44853
40.8098,-74.1868,US,49260
-34.4667,-58.5167,AR,43595
38.6147,-9.1508,PT,46475
48.8,2.29,FR,37010
50.2306,12.8725,CZ,48319
-34.7833,-58.3667,AR,41109
51.41,-0.84,GB,46745
52.061,-1.336,GB,46853
33.8171,-118.0386,US,49006
36.8563,-121.3981,US,48992
48.9908,1.7172,FR,44227
48.0833,39.3667,UA,46734
34.8742,71.1528,AF,48400
41.1911,29.0094,TR,46729
51.4997,3.6136,NL,47939
20.2119,-87.4658,MX,33374
22.87,88.76,IN,45377
55.6,37.0333,RU,41769
37.5953,-120.9625,US,48706
0.0844,-76.8911,EC,48562
45.65,9.2,IT,45131
13.0504,-9.4833,ML,46435
-22.3833,26.7167,BW,48573
18.0333,-77.5,JM,48317
28.6,81.6333,NP,47914
17.8842,102.7467,TH,48274
66.5333,66.6333,RU,48507
28.0771,-82.4335,US,48436
-17.3,31.3333,ZW,46275
0.35,37.5833,KE,45989
-33.25,-58.0319,UY,41974
38.7153,-121.361,US,48398
33.9025,-118.0093,US,48183
26.1736,50.5478,BH,40000
16.9508,-96.7492,MX,43279
36,139.6239,JP,45065
40.7569,14.4444,IT,42406
48.8169,2.2944,FR,30711
-28.8734,28.0416,LS,47675
52.5413,-1.3725,GB,45249
-9.3296,34.77,TZ,46724
41.4969,2.1574,ES,38347
55.5167,47.5,RU,45482
40.9167,14.2333,IT,37943
13.2233,120.596,PH,47705
44.8,-0.584,FR,42701
46.7806,4.8528,FR,44810
-46.429,168.362,NZ,47625
50.8667,6.0667,NL,45642
38.6713,-121.3721,US,47661
32.9,35.2833,IL,45300
6.25,-57.5167,GY,46874
15.695,43.5975,YE,46568
48.8265,2.405,FR,30053
63.8376,23.132,FI,47570
38.4832,-121.4042,US,47555
36.7308,10.3275,TN,42518
34.0903,-117.8817,US,47450
-0.5333,37.45,KE,41092
13.8042,100.4755,TH,42390
16.5128,-15.805,MR,47203
7.9667,-80.4333,PA,46191
6.9847,81.0564,LK,42923
46.4558,16.9975,HU,46866
26.05,32.25,EG,45038
25.0322,-111.6703,MX,43805
41.4305,2.2183,ES,37283
11.28,49.18,SO,46969
8.1004,-80.9833,PA,45955
32.0636,34.8553,IL,37791
45.7953,4.8472,FR,42847
43.5769,7.0194,FR,41471
-9.9969,39.7144,TZ,41549
-24.9833,25.35,BW,46831
-16.8095,26.97,ZM,46746
26.9925,31.4156,EG,42770
33.1654,-5.5634,MA,42730
58.2671,12.3,SE,44543
8.7666,27.4,SS,46705
63.1775,14.6414,SE,46178
41.0076,-73.6872,US,46595
50.358,3.5233,FR,43405
14.05,0.05,BF,46521
35.0969,137.0525,JP,44065
23.5633,116.2691,CN,43983
-30.4028,-56.4704,UY,40658
42.4064,-71.0545,US,46451
55.8625,-4.0266,GB,43960
43.7339,15.8956,HR,46332
38.1345,114.3906,CN,44111
-11.0183,-68.7537,BO,46267
53.653,-2.632,GB,38420
45.7394,4.9139,FR,42216
35.8589,10.5939,TN,42691
12.4833,-15.2167,GW,46268
31.8833,34.7333,IL,42314
44.5639,27.3661,RO,45891
48.9175,2.2683,FR,28468
48.5136,-2.7653,FR,44170
51.46,-2.505,GB,40734
41.1152,-8.6036,PT,38940
34.4014,135.3561,JP,43570
17.0794,-96.7869,MX,41921
50.9281,4.4245,BE,44015
39.9733,119.6406,CN,24605
43.9887,22.8741,BG,45926
41.5814,1.6208,ES,40875
45.3833,9.15,IT,42442
7.0104,-9.49,LR,45835
34.31,-2.16,MA,43506
48.8208,2.2897,FR,27466
43.9686,25.3333,RO,45434
48.95,2.3833,FR,38666
22.191,88.1905,IN,41802
17.9703,-94.7144,MX,41644
15.5333,121.0833,PH,45383
46.759,7.63,CH,43743
51.4103,-0.2995,GB,43013
2.82,24.74,CD,45677
21.8847,-82.8011,CU,45577
27.6753,-8.1286,DZ,45610
12.014,-83.7645,NI,45547
10.6338,-85.4333,CR,45380
50.7264,1.6147,FR,40664
46.1956,9.0238,CH,43220
6.8664,101.2508,TH,44234
10.1889,-64.6951,VE,36450
47.1833,-1.55,FR,42368
19.5036,-96.6192,MX,43388
48.8833,2.5333,FR,39618
39.9237,44.045,TR,45321
42.4187,-71.164,US,45304
53.6591,9.8009,DE,43280
37.9722,-1.2094,ES,42559
58.4667,8.7667,NO,45065
51.401,-1.323,GB,41075
19.7756,-99.2056,MX,41810
26.178,-80.1528,US,45202
43.23,0.07,FR,42426
50.292,2.78,FR,41555
19.7442,-99.1811,MX,41333
-23.4025,-57.4414,PY,45068
46.9833,18.9167,HU,44200
42.5083,41.8667,GE,42998
-1.2496,29.98,UG,44600
45.6167,9.2167,IT,42079
20.2156,-100.8961,MX,37203
48.5406,2.66,FR,39947
51.2333,22.7,PL,42797
34.1928,-118.1345,US,44850
42.2797,22.687,BG,44787
32.8331,35.0664,IL,39900
34.5853,-2.5056,MA,41832
48.8375,2.4833,FR,32922
36.7594,3.4728,DZ,41685
25.5653,55.5533,AE,44411
48.7787,-123.7079,CA,44451
14.6622,-90.8208,GT,43900
39.2011,46.415,AM,43190
19.65,-102.0667,MX,37464
27.9617,-110.8125,MX,38886
0.671,30.275,UG,42670
38.7581,30.5386,TR,44026
26.1911,127.7286,JP,40541
51.684,-4.163,GB,37050
26.2113,-80.2209,US,44262
15.7583,121.5625,PH,43785
40.889,-74.0461,US,44188
27.939,-101.218,MX,39058
-26.7986,153.1289,AU,41293
36.2478,139.405,JP,41681
41.5112,-81.5636,US,43992
30.3633,-9.4144,MA,40780
50.7,3.217,FR,40885
17.8333,-95.8167,MX,39205
7.4667,80.6167,LK,36451
41.2133,-8.5472,PT,38798
41.7153,21.7753,MK,43716
32.0333,34.85,IL,36706
-34.65,-58.6,AR,37745
41.7358,22.1914,MK,43652
48.81,2.3581,FR,24850
25.9136,13.9336,LY,43732
53.7139,-6.3503,IE,40956
32.8056,35.1694,IL,41600
18.3601,-66.0103,PR,43703
38.7704,-9.3081,PT,21289
43.2305,-71.5595,US,43627
56.6694,16.3218,SE,41388
46.1958,6.2364,FR,36250
-34.5333,-58.5167,AR,35844
0.4004,32.05,UG,41131
51.336,1.416,GB,40408
46.4303,20.3189,HU,43311
12.25,104.6667,KH,41700
20.8833,-89.75,MX,39611
38.8324,-77.196,US,43295
38.348,-122.6964,US,43291
18,-95.4,MX,38895
31.96,-6.56,MA,38520
42.5129,-70.902,US,43226
40.9167,14.4,IT,39819
52.4864,4.6572,NL,41176
40.15,44.04,AM,38635
-34.3667,-55.2333,UY,38446
-1.6333,13.5833,GA,42967
25.9302,-80.166,US,43041
51.872,0.1725,GB,38202
3.35,42.2667,SO,43000
13.8444,100.4829,TH,30750
48.9889,2.2314,FR,37010
45.6255,9.037,IT,39419
36.1005,-115.038,US,42973
40.6515,-73.585,US,42956
42.6403,18.1083,HR,42615
27.8775,-101.5164,MX,38992
37.6254,-122.4313,US,42807
11.8869,-15.8556,GW,42659
40.7637,-73.5245,US,42709
20.4169,72.834,IN,39737
27.6414,30.8494,EG,40640
40.7112,-73.3567,US,42665
16.0894,-93.7514,MX,35322
18.2394,-96.4031,MX,39680
40.5364,-7.2683,PT,42541
15.1072,104.3291,TH,42405
41.674,2.7921,ES,40274
45.1672,5.7653,FR,38398
46.8,7.15,CH,38365
10.6,104.1667,KH,39186
46.361,25.524,RO,42029
-34.6417,-58.3478,AR,35897
48.8422,2.5036,FR,33793
40.7049,19.9497,AL,36496
31.5644,-7.6628,MA,39108
49.964,33.6124,UA,40160
5.7667,20.6833,CF,41356
30.3316,-5.8376,MA,40067
48.885,2.4039,FR,17485
48.7919,2.3319,FR,30884
33.8167,130.709,JP,39634
22.6731,106.25,VN,41112
-34.3333,-56.7167,UY,36747
38.3198,114.7207,CN,40010
51.713,-3.445,GB,39550
19.417,-97,MX,38198
-3.84,32.6,TZ,36014
33.9663,-118.155,US,42012
41.3447,1.6994,ES,39969
48.6797,2.3457,FR,36734
45.6307,9.1456,IT,38637
50.3714,3.08,FR,39634
51.37,1.13,GB,38385
-33.1156,-71.5678,CL,39344
18.4167,83.9,IN,39799
37.2802,-121.9538,US,41793
42.001,-71.4993,US,41751
9.9764,-84.8339,CR,41528
30.2144,-9.3708,MA,37933
6.4264,101.8231,TH,41342
45.1436,5.7183,FR,36961
40.9094,14.2098,IT,34996
24.658,87.9794,IN,36925
9.25,124.7167,PH,41094
41.8,12.6,IT,38645
19.2167,-98.2333,MX,38654
14.3169,-87.6831,HN,41250
22.4679,88.1452,IN,37047
53.45,41.8,RU,39362
-34.5175,-58.5475,AR,35307
40.9153,14.2681,IT,34217
-4.9696,23.43,CD,41416
40.6078,43.0958,TR,41376
17.8833,-94.95,MX,32721
-25.75,-56.4333,PY,41157
-2.9,29.8167,BI,39884
20.4133,104.048,LA,38992
50.6711,3.0972,FR,38570
20.5486,-104.0431,MX,36156
-0.6698,34.7675,KE,37531
23.87,86.87,IN,39098
45.4333,9.1167,IT,34727
48.9294,2.0456,FR,38313
40.3007,21.789,GR,41066
39.5064,-0.4067,ES,38712
-32.9,17.9833,ZA,38382
54.0285,19.0444,PL,38895
51.1667,4.3833,BE,38319
-17.8,15.6833,NA,39679
15.48,73.83,IN,40017
26.6272,-80.1371,US,41117
35.1167,33.95,CY,40920
12.5789,122.2747,PH,40554
-0.4625,-76.9842,EC,40730
19.9319,-97.96,MX,33736
35.8283,139.5267,JP,38380
48.8537,2.549,FR,35680
48.955,2.541,FR,37280
37.9842,106.1967,CN,36937
30.9819,-110.3006,MX,38113
13.979,45.574,YE,37821
41.2468,-75.8759,US,40766
40.8297,46.0189,AZ,40600
48.456,1.484,FR,38426
36.7439,10.3083,TN,34962
51.994,-0.732,GB,37520
58.3844,24.4989,EE,39438
13.3956,101.0232,TH,38548
54.009,-6.4049,IE,39004
18.9167,-97.1333,MX,37285
55.86,-3.98,GB,37410
45.8989,16.8422,HR,40276
40.89,-74.0107,US,40458
45.0689,7.5786,IT,37592
4.5705,28.4163,SS,40382
5.95,15.6,CF,40353
43.4055,23.2242,BG,40295
38.77,-9.2988,PT,35824
34.3058,-6.3058,MA,37979
30.6,2.9,DZ,40195
53.4597,-6.2181,IE,36924
-1.94,18.28,CD,40113
45.9833,4.7167,FR,36288
35.1333,136.8,JP,36782
34.0714,-117.698,US,40083
14.5333,-91.6833,GT,40000
13.6903,101.0703,TH,39570
19.45,103.2,LA,37507
41.4681,48.8028,AZ,39900
44.8783,18.8092,BA,39893
43.2414,26.5719,BG,39874
13.6421,100.6039,TH,30382
8.9,17.55,TD,39852
48.6369,2.3403,FR,36015
34.0948,-118.099,US,39899
14.8864,103.4932,TH,39728
10.6,122.6,PH,39566
48.9656,2.3614,FR,30828
25.9854,-80.1423,US,39847
15.6,39.4333,ER,39758
14.48,120.9011,PH,19335
19.0194,-102.1089,MX,32467
48.9261,2.1892,FR,32449
-2.2267,-80.8583,EC,39681
45.5,9.3333,IT,36920
-24.4167,26.15,BW,39700
45.0029,-123.0241,US,39713
46.2,6.1,CH,35132
42.3959,-71.0325,US,39690
40.9422,14.2348,IT,33892
41.3668,2.057,ES,34130
54.4419,18.5478,PL,37457
34.0323,-117.9533,US,39614
48.88,2.42,FR,23402
33.1,6.0667,DZ,39409
16.3283,-96.5961,MX,35517
-34.1,-56.2167,UY,33639
46.2291,15.2641,SI,37872
48.7653,2.2781,FR,34170
48.78,2.3374,FR,31417
21.3858,-158.0103,US,39469
22.05,-98.1833,MX,33122
54.0819,-0.1923,GB,35264
44.0864,26.6364,RO,24822
40.0489,47.4502,AZ,39200
41.492,2.362,ES,28523
45.55,9.1167,IT,36486
48.9992,2.0983,FR,35656
38.9706,-76.5047,US,39223
48.7074,2.3889,FR,35101
-33.3833,-56.5167,UY,34368
34.0058,-118.3968,US,39185
33.6928,-5.3711,MA,35282
56.0011,-3.7835,GB,35850
49.2583,2.4833,FR,35800
31.3297,31.7147,EG,36850
69.6546,18.9637,NO,38980
16.7601,-92.7236,MX,36489
38.1924,-84.8643,US,38852
39.9108,-104.9783,US,38819
34.9396,-2.7334,MA,35806
49.4969,5.9806,LU,36228
21.8281,105.2156,VN,36430
38.0391,23.8378,GR,30741
48.7145,2.2457,FR,35590
22.8233,104.9836,VN,38362
40.3831,47.1186,AZ,38500
42.6167,20.5667,XK,38496
40.8509,-73.9712,US,38605
44.4833,11.2833,IT,36456
51.1295,1.3089,GB,31022
-13.6089,-42.9389,BR,36039
48.7325,2.4497,FR,34607
26.6196,-80.0591,US,38526
50.5464,30.235,UA,35162
25.7065,-80.4388,US,38433
